effect_modifier0,instrument0,instrument1,confounder0,confounder1,confounder2,confounder3,confounder4,treatment,outcome
-0.8658586793987899,1.0,0.7275669994244521,0.11078746324095656,0.7808826482625091,2.0475479259556373,0.202247479877681,3,True,13.186859983393658
0.19476551455667268,1.0,0.32122834165306047,0.4009636796184339,-0.35819171240222014,0.8912451092742084,-0.59885896989052,3,True,10.893749091257638
0.7679417585876787,0.0,0.8212953189267728,0.6006422885400046,-0.6069801178696886,0.1265281392961497,-0.8084490589869255,1,True,9.549404817978338
-0.29145851832221,1.0,0.32150818510701706,0.3269316416405425,-0.09627174889628312,0.8704080076431275,-0.717929247412689,2,True,9.11040879358037
-0.7226115754804581,1.0,0.9410776921064155,0.5965438534321248,-1.4517504634059448,0.7531110176245777,-0.2721493819695203,2,True,6.092388575075098
-0.9150970291729954,0.0,0.46662989798029453,0.590495649626248,-0.5162059427911588,0.058817081875036314,-2.314883538237931,0,True,0.5911615361821152
-1.5345656869900546,1.0,0.08614413177335589,0.1331054879158009,0.9865722914531286,1.968652972544058,-0.04581235595522237,3,True,11.351786787642586
-0.4563494399238298,0.0,0.4644525890331941,2.5588649216065615,-0.009328158432324096,0.624979070683888,-1.2486842759996177,0,True,7.642270295689641
-1.9111369759506949,1.0,0.7255657261792837,0.5150298783651011,0.7958318548386535,0.570610991199614,-1.362435880443921,0,True,4.009318436604336
-2.1327054028449437,0.0,0.6343534540141486,-0.837506201091808,0.8109114212865891,1.7821934694773938,-0.7118860612960426,2,True,5.971005850449541
-0.7087711002942964,0.0,0.11166156099672153,2.308377941213844,0.19926616562529761,0.22676508802177614,-0.16495984449239964,2,True,11.866110894860817
-0.5836863769747596,1.0,0.1373138929386497,-1.1215567005911786,0.6120740693268373,0.6903091540657686,-1.0650583916121465,3,True,8.784318554247823
0.8529555620656286,1.0,0.5757063640442146,0.3007303087374802,-0.6197119386465204,1.176769147098899,-0.3747117159858616,0,True,9.979276760372745
-0.8173449498167329,1.0,0.633819406602466,1.1820902819349406,0.06956589170312477,-1.1037078088075352,-2.9968357479686674,0,True,0.7344014280374416
0.6996656951520783,1.0,0.5510122650838936,1.6911438372651222,-0.22739531966129262,-0.6428345443431263,-1.2892505144281716,2,True,10.587409349251374
-2.1639904931042144,1.0,0.47446575773094524,-0.003457294140093048,-0.1740820238611848,0.10086376473886671,-0.5345065879867974,0,True,2.70006296167338
-0.45028078014748263,1.0,0.83802309019143,0.3564166672585286,-0.5567360043214663,2.337411250884592,-2.1670668012795993,3,True,4.667286647386782
-1.6723970186067756,1.0,0.15034160287524656,-1.1921731218292415,-0.5566627325974692,0.8313125870953286,0.3358989158458685,3,True,6.969660797561054
0.21078975920807663,1.0,0.2520978602398354,0.13005337151019408,1.6363570477132698,0.1110588073731249,-1.6434862636118015,1,True,11.018192175077955
